sheet,invoice,amount_minor,lines,date,customer,country
Year 2009-2010,490101,33850,11,2009-12-03 16:24:00,14644,United Kingdom
Year 2009-2010,490106,31437,20,2009-12-03 16:40:00,14898,United Kingdom
Year 2009-2010,490107,11070,8,2009-12-03 16:47:00,14662,United Kingdom
Year 2009-2010,490108,23968,5,2009-12-03 16:49:00,17414,United Kingdom
Year 2009-2010,490109,41500,20,2009-12-03 16:51:00,14755,United Kingdom
Year 2009-2010,490110,3015,2,2009-12-03 16:52:00,14755,United Kingdom
Year 2009-2010,490111,32121,31,2009-12-03 16:54:00,17576,United Kingdom
Year 2009-2010,490112,31319,20,2009-12-03 17:04:00,13037,United Kingdom
Year 2009-2010,490113,3920,11,2009-12-03 17:12:00,14710,United Kingdom
Year 2009-2010,490114,25762,22,2009-12-03 17:29:00,18168,United Kingdom
Year 2009-2010,490115,34260,12,2009-12-03 17:32:00,17679,United Kingdom
Year 2009-2010,490116,12240,4,2009-12-03 17:33:00,17679,United Kingdom
Year 2009-2010,490118,31704,47,2009-12-03 17:46:00,17851,United Kingdom
Year 2009-2010,490119,10875,1,2009-12-03 17:48:00,12931,United Kingdom
Year 2009-2010,490121,11203,32,2009-12-03 17:57:00,14750,United Kingdom
Year 2009-2010,490123,0,1,2009-12-03 18:08:00,,United Kingdom
Year 2009-2010,490124,31987,44,2009-12-03 18:08:00,16791,United Kingdom
Year 2009-2010,490125,29705,9,2009-12-03 18:11:00,16558,United Kingdom
Year 2009-2010,490127,56918,33,2009-12-03 18:13:00,14156,EIRE
Year 2009-2010,490128,24180,14,2009-12-03 18:23:00,15884,United Kingdom
Year 2009-2010,490130,0,1,2009-12-03 18:28:00,,United Kingdom
Year 2009-2010,490132,19730,12,2009-12-03 18:30:00,17343,United Kingdom
Year 2009-2010,490134,15165,25,2009-12-03 18:41:00,17372,United Kingdom
Year 2009-2010,490135,38787,18,2009-12-03 18:51:00,16003,United Kingdom
Year 2009-2010,490136,17485,41,2009-12-03 19:13:00,17432,United Kingdom
Year 2009-2010,490137,16069,21,2009-12-03 19:22:00,14713,United Kingdom
Year 2009-2010,490138,33978,14,2009-12-03 19:23:00,16722,United Kingdom
Year 2009-2010,490139,21055,13,2009-12-03 19:31:00,12577,France
Year 2009-2010,490140,40722,43,2009-12-03 20:03:00,12872,United Kingdom
Year 2009-2010,490141,30875,18,2009-12-04 08:24:00,15755,United Kingdom
Year 2009-2010,490142,126100,14,2009-12-04 08:36:00,14258,United Kingdom
Year 2009-2010,490143,161052,76,2009-12-04 08:40:00,14286,United Kingdom
Year 2009-2010,490144,33710,18,2009-12-04 08:46:00,13154,United Kingdom
Year 2009-2010,490145,98918,39,2009-12-04 09:27:00,14564,Channel Islands
Year 2009-2010,490146,0,1,2009-12-04 09:29:00,,United Kingdom
Year 2009-2010,490147,51064,8,2009-12-04 09:31:00,13408,United Kingdom
Year 2009-2010,490149,652911,559,2009-12-04 09:43:00,,United Kingdom
Year 2009-2010,490150,0,1,2009-12-04 09:44:00,,United Kingdom
Year 2009-2010,490151,16039,14,2009-12-04 09:49:00,16645,United Kingdom
Year 2009-2010,490152,68265,29,2009-12-04 10:00:00,12714,France
Year 2009-2010,490154,29048,49,2009-12-04 10:18:00,16335,United Kingdom
Year 2009-2010,490156,45536,6,2009-12-04 10:32:00,13093,United Kingdom
Year 2009-2010,490157,13800,1,2009-12-04 10:39:00,16736,United Kingdom
Year 2009-2010,490158,50826,22,2009-12-04 10:47:00,12759,Netherlands
Year 2009-2010,490159,1950,2,2009-12-04 10:48:00,13666,United Kingdom
Year 2009-2010,490160,24480,1,2009-12-04 10:52:00,13777,United Kingdom
Year 2009-2010,490161,82594,59,2009-12-04 10:57:00,17160,United Kingdom
Year 2009-2010,490162,28020,26,2009-12-04 11:07:00,13946,United Kingdom
Year 2009-2010,490163,14163,17,2009-12-04 11:22:00,14723,United Kingdom
Year 2009-2010,490164,105840,41,2009-12-04 11:32:00,14961,United Kingdom
Year 2009-2010,490165,0,1,2009-12-04 11:32:00,,United Kingdom
Year 2009-2010,490166,37185,12,2009-12-04 11:32:00,14735,United Kingdom
Year 2009-2010,490167,31221,8,2009-12-04 11:36:00,18061,United Kingdom
Year 2009-2010,490171,2928,5,2009-12-04 11:54:00,15581,United Kingdom
Year 2009-2010,490177,1800,2,2009-12-04 11:56:00,,United Kingdom
Year 2009-2010,490186,375,1,2009-12-04 11:59:00,,United Kingdom
Year 2009-2010,490192,895,1,2009-12-04 12:01:00,,United Kingdom
Year 2009-2010,490202,41000,20,2009-12-04 12:03:00,15078,United Kingdom
Year 2009-2010,490209,90804,5,2009-12-04 12:06:00,17389,United Kingdom
Year 2009-2010,490212,10895,12,2009-12-04 12:07:00,16883,United Kingdom
Year 2009-2010,490214,31915,20,2009-12-04 12:11:00,13175,United Kingdom
Year 2009-2010,490218,6768,3,2009-12-04 12:12:00,17076,United Kingdom
Year 2009-2010,490219,15565,7,2009-12-04 12:14:00,13948,United Kingdom
Year 2009-2010,490229,118516,34,2009-12-04 12:20:00,18223,United Kingdom
Year 2009-2010,490247,35130,11,2009-12-04 12:28:00,16192,United Kingdom
Year 2009-2010,490258,2040,1,2009-12-04 12:31:00,15999,United Kingdom
Year 2009-2010,490266,23120,8,2009-12-04 12:33:00,15109,United Kingdom
Year 2009-2010,490272,52138,59,2009-12-04 12:36:00,14680,United Kingdom
Year 2009-2010,490277,107760,10,2009-12-04 12:37:00,18092,United Kingdom
Year 2009-2010,490279,31783,83,2009-12-04 12:37:00,16891,United Kingdom
Year 2009-2010,490281,31120,16,2009-12-04 12:37:00,13481,United Kingdom
Year 2009-2010,490282,10795,7,2009-12-04 12:41:00,13807,United Kingdom
Year 2009-2010,490284,43946,53,2009-12-04 12:54:00,14979,United Kingdom
Year 2009-2010,490285,37374,7,2009-12-04 12:59:00,16656,United Kingdom
Year 2009-2010,490286,76210,53,2009-12-04 12:59:00,14527,United Kingdom
Year 2009-2010,490287,36710,14,2009-12-04 13:00:00,16746,United Kingdom
Year 2009-2010,490288,33216,3,2009-12-04 13:00:00,17157,United Kingdom
Year 2009-2010,490289,27375,20,2009-12-04 13:01:00,15309,United Kingdom
Year 2009-2010,490290,16403,10,2009-12-04 13:21:00,16325,United Kingdom
Year 2009-2010,490291,42403,38,2009-12-04 13:22:00,16541,United Kingdom
Year 2009-2010,490292,46055,62,2009-12-04 13:23:00,16723,United Kingdom
Year 2009-2010,490293,13740,14,2009-12-04 13:31:00,16699,United Kingdom
Year 2009-2010,490294,37896,61,2009-12-04 13:41:00,16710,United Kingdom
Year 2009-2010,490295,43588,17,2009-12-04 13:47:00,12510,Spain
Year 2009-2010,490297,69420,14,2009-12-04 13:59:00,13162,United Kingdom
Year 2009-2010,490298,152320,40,2009-12-04 14:13:00,15382,United Kingdom
Year 2009-2010,490299,62122,44,2009-12-04 14:14:00,13680,United Kingdom
Year 2009-2010,490300,26064,95,2009-12-04 14:19:00,12970,United Kingdom
Year 2009-2010,490301,34527,9,2009-12-04 14:24:00,15311,United Kingdom
Year 2009-2010,490302,30362,69,2009-12-04 14:29:00,17841,United Kingdom
Year 2009-2010,490303,10625,7,2009-12-04 14:33:00,17935,United Kingdom
Year 2009-2010,490304,84301,46,2009-12-04 14:35:00,17593,United Kingdom
Year 2009-2010,490305,72657,33,2009-12-04 14:37:00,17243,United Kingdom
Year 2009-2010,490308,19453,16,2009-12-04 14:52:00,12835,United Kingdom
Year 2009-2010,490310,23190,4,2009-12-04 14:56:00,17151,United Kingdom
Year 2009-2010,490311,30765,22,2009-12-04 15:11:00,16451,United Kingdom
Year 2009-2010,490312,32613,61,2009-12-04 15:16:00,17961,United Kingdom
Year 2009-2010,490313,13795,6,2009-12-04 15:18:00,17127,United Kingdom
Year 2009-2010,490320,86789,9,2009-12-04 15:26:00,13694,United Kingdom
Year 2009-2010,490323,23669,65,2009-12-04 15:27:00,14087,United Kingdom
Year 2009-2010,490324,67200,2,2009-12-04 15:27:00,13694,United Kingdom
Year 2009-2010,490326,14910,10,2009-12-04 15:28:00,13733,United Kingdom
Year 2009-2010,490327,99000,2,2009-12-04 15:29:00,13694,United Kingdom
Year 2009-2010,490331,29899,59,2009-12-04 15:30:00,18181,United Kingdom
Year 2009-2010,490340,63039,47,2009-12-04 15:40:00,13174,United Kingdom
Year 2009-2010,490341,33465,19,2009-12-04 15:41:00,13329,United Kingdom
Year 2009-2010,490342,13080,4,2009-12-04 15:43:00,17421,United Kingdom
Year 2009-2010,490344,1800,1,2009-12-04 15:53:00,,United Kingdom
Year 2009-2010,490345,670,3,2009-12-04 16:11:00,,United Kingdom
Year 2009-2010,490346,21660,16,2009-12-04 16:12:00,16351,United Kingdom
Year 2009-2010,490347,10940,8,2009-12-04 16:13:00,15684,United Kingdom
Year 2009-2010,490349,3225,3,2009-12-04 16:23:00,17884,United Kingdom
Year 2009-2010,490351,2415,4,2009-12-04 16:26:00,,United Kingdom
Year 2009-2010,490352,1180,4,2009-12-04 16:27:00,,United Kingdom
Year 2009-2010,490353,53228,44,2009-12-04 16:37:00,15514,United Kingdom
Year 2009-2010,490354,0,1,2009-12-04 16:39:00,,United Kingdom
Year 2009-2010,490355,53811,4,2009-12-04 16:39:00,13093,United Kingdom
Year 2009-2010,490356,11713,9,2009-12-04 16:45:00,17884,United Kingdom
Year 2009-2010,490359,5950,1,2009-12-04 16:52:00,18225,United Kingdom
Year 2009-2010,490360,12680,21,2009-12-04 16:52:00,13679,United Kingdom
Year 2009-2010,490361,4805,14,2009-12-04 17:18:00,,United Kingdom
Year 2009-2010,490362,22090,37,2009-12-04 17:31:00,12748,United Kingdom
Year 2009-2010,490363,13824,1,2009-12-05 10:11:00,13199,United Kingdom
Year 2009-2010,490364,10395,6,2009-12-05 10:25:00,13487,United Kingdom
Year 2009-2010,490365,35160,5,2009-12-05 10:27:00,17018,United Kingdom
Year 2009-2010,490366,22725,14,2009-12-05 10:31:00,18071,United Kingdom
Year 2009-2010,490367,7960,2,2009-12-05 10:44:00,16593,United Kingdom
Year 2009-2010,490368,15910,2,2009-12-05 10:58:00,14238,United Kingdom
Year 2009-2010,490369,23020,4,2009-12-05 11:19:00,15223,United Kingdom
Year 2009-2010,490370,45295,26,2009-12-05 12:01:00,17593,United Kingdom
Year 2009-2010,490371,23371,14,2009-12-05 12:02:00,13021,United Kingdom
Year 2009-2010,490372,43415,15,2009-12-05 12:13:00,17115,United Kingdom
Year 2009-2010,490373,50254,18,2009-12-05 12:28:00,17850,United Kingdom
Year 2009-2010,490374,13675,9,2009-12-05 12:36:00,14239,United Kingdom
Year 2009-2010,490375,35055,20,2009-12-05 12:42:00,13999,United Kingdom
Year 2009-2010,490376,79655,24,2009-12-05 13:12:00,13958,United Kingdom
Year 2009-2010,490377,1500,1,2009-12-05 13:13:00,13958,United Kingdom
Year 2009-2010,490378,22410,15,2009-12-05 13:17:00,13641,United Kingdom
Year 2009-2010,490379,0,1,2009-12-05 13:26:00,,United Kingdom
Year 2009-2010,490380,47874,18,2009-12-05 13:26:00,17850,United Kingdom
Year 2009-2010,490381,9711,7,2009-12-05 13:29:00,15420,United Kingdom
Year 2009-2010,490382,76069,32,2009-12-05 13:32:00,12359,Cyprus
Year 2009-2010,490383,14830,4,2009-12-05 13:37:00,12820,United Kingdom
Year 2009-2010,490384,0,1,2009-12-05 14:00:00,,United Kingdom
Year 2009-2010,490385,13032,5,2009-12-05 14:51:00,16410,United Kingdom
Year 2009-2010,490386,54977,33,2009-12-05 14:57:00,15240,United Kingdom
Year 2009-2010,490387,45084,18,2009-12-05 14:59:00,17850,United Kingdom
Year 2009-2010,490388,14662,9,2009-12-05 15:00:00,16158,United Kingdom
Year 2009-2010,490389,68950,33,2009-12-05 15:18:00,15484,United Kingdom
Year 2009-2010,490390,25620,8,2009-12-05 15:26:00,14709,United Kingdom
Year 2009-2010,490391,30410,11,2009-12-05 15:27:00,15057,United Kingdom
Year 2009-2010,490392,20332,9,2009-12-05 15:47:00,14867,United Kingdom
Year 2009-2010,490393,28102,19,2009-12-05 16:01:00,17642,United Kingdom
Year 2009-2010,490394,87028,18,2009-12-05 16:01:00,17850,United Kingdom
Year 2009-2010,490395,28315,13,2009-12-06 10:16:00,13813,Germany
Year 2009-2010,490396,26915,15,2009-12-06 10:26:00,13589,United Kingdom
Year 2009-2010,490397,30910,18,2009-12-06 10:30:00,12417,Belgium
Year 2009-2010,490398,56771,29,2009-12-06 10:37:00,17920,United Kingdom
Year 2009-2010,490399,44163,23,2009-12-06 10:38:00,12975,United Kingdom
Year 2009-2010,490400,68990,49,2009-12-06 10:41:00,16104,United Kingdom
Year 2009-2010,490401,13925,13,2009-12-06 10:51:00,17150,United Kingdom
Year 2009-2010,490403,31674,94,2009-12-06 11:13:00,17920,United Kingdom
Year 2009-2010,490404,18869,23,2009-12-06 11:27:00,16277,United Kingdom
Year 2009-2010,490405,26065,21,2009-12-06 11:27:00,17244,United Kingdom
Year 2009-2010,490408,41344,15,2009-12-06 11:33:00,17850,United Kingdom
Year 2009-2010,490430,25355,13,2009-12-06 11:45:00,15260,United Kingdom
Year 2009-2010,490458,81744,23,2009-12-06 11:57:00,12583,France
Year 2009-2010,490459,95069,54,2009-12-06 11:58:00,15555,United Kingdom
Year 2009-2010,490461,72079,116,2009-12-06 12:07:00,13736,United Kingdom
Year 2009-2010,490463,30550,8,2009-12-06 12:10:00,14133,United Kingdom
Year 2009-2010,490464,11826,16,2009-12-06 12:10:00,15571,United Kingdom
Year 2009-2010,490465,93335,69,2009-12-06 12:14:00,13448,United Kingdom
Year 2009-2010,490466,18360,24,2009-12-06 12:16:00,17085,United Kingdom
Year 2009-2010,490467,28094,44,2009-12-06 12:17:00,15059,United Kingdom
Year 2009-2010,490468,20424,12,2009-12-06 12:21:00,14468,United Kingdom
Year 2009-2010,490470,24296,49,2009-12-06 12:26:00,16395,United Kingdom
Year 2009-2010,490471,21213,29,2009-12-06 12:28:00,15878,United Kingdom
Year 2009-2010,490472,61924,30,2009-12-06 12:28:00,16485,United Kingdom
Year 2009-2010,490473,20465,25,2009-12-06 12:31:00,15860,United Kingdom
Year 2009-2010,490474,74842,35,2009-12-06 12:34:00,13373,United Kingdom
Year 2009-2010,490476,21162,3,2009-12-06 12:34:00,14608,United Kingdom
Year 2009-2010,490477,53314,18,2009-12-06 12:41:00,17850,United Kingdom
Year 2009-2010,490478,30250,42,2009-12-06 12:42:00,14896,United Kingdom
Year 2009-2010,490479,145020,35,2009-12-06 12:42:00,16779,United Kingdom
Year 2009-2010,490481,2125,2,2009-12-06 12:51:00,16964,United Kingdom
Year 2009-2010,490482,28930,27,2009-12-06 12:52:00,15983,United Kingdom
Year 2009-2010,490483,13240,10,2009-12-06 12:52:00,13782,United Kingdom
Year 2009-2010,490484,18660,4,2009-12-06 12:53:00,16964,United Kingdom
Year 2009-2010,490485,12594,17,2009-12-06 12:56:00,14454,United Kingdom
Year 2009-2010,490486,9000,1,2009-12-06 13:00:00,16779,United Kingdom
Year 2009-2010,490487,8130,11,2009-12-06 13:05:00,14717,United Kingdom
Year 2009-2010,490488,64782,33,2009-12-06 13:07:00,16718,United Kingdom
Year 2009-2010,490489,26619,24,2009-12-06 13:08:00,15751,United Kingdom
Year 2009-2010,490490,54773,86,2009-12-06 13:10:00,14546,United Kingdom
Year 2009-2010,490491,17520,6,2009-12-06 13:19:00,17848,United Kingdom
Year 2009-2010,490493,1275,1,2009-12-06 13:21:00,15751,United Kingdom
Year 2009-2010,490494,19227,55,2009-12-06 13:29:00,17561,United Kingdom
Year 2009-2010,490496,67156,52,2009-12-06 13:40:00,15547,United Kingdom
Year 2009-2010,490499,40670,21,2009-12-06 13:45:00,17406,United Kingdom
Year 2009-2010,490500,35513,33,2009-12-06 13:48:00,14479,United Kingdom
Year 2009-2010,490501,28564,32,2009-12-06 13:49:00,16710,United Kingdom
Year 2009-2010,490502,10140,19,2009-12-06 13:53:00,17969,United Kingdom
Year 2009-2010,490503,58212,40,2009-12-06 14:00:00,14548,United Kingdom
Year 2009-2010,490504,39192,25,2009-12-06 14:03:00,15311,United Kingdom
Year 2009-2010,490505,9816,16,2009-12-06 14:06:00,14548,United Kingdom
Year 2009-2010,490506,2546,11,2009-12-06 14:10:00,17916,United Kingdom
Year 2009-2010,490508,45084,18,2009-12-06 14:14:00,17850,United Kingdom
Year 2009-2010,490511,62660,18,2009-12-06 14:46:00,13319,United Kingdom
Year 2009-2010,490512,23513,51,2009-12-06 14:54:00,14606,United Kingdom
Year 2009-2010,490514,13775,24,2009-12-06 15:01:00,16773,United Kingdom
Year 2009-2010,490515,14740,9,2009-12-06 15:08:00,15479,United Kingdom
Year 2009-2010,490516,50454,18,2009-12-06 15:09:00,17850,United Kingdom
Year 2009-2010,490517,2195,6,2009-12-06 15:11:00,,United Kingdom
Year 2009-2010,490518,47432,16,2009-12-06 15:12:00,15822,United Kingdom
Year 2009-2010,490519,21365,13,2009-12-06 15:15:00,13890,United Kingdom
Year 2009-2010,490521,23584,15,2009-12-06 15:24:00,13211,United Kingdom
Year 2009-2010,490522,15040,8,2009-12-06 15:31:00,15641,United Kingdom
Year 2009-2010,490523,1097,5,2009-12-06 15:32:00,,United Kingdom
Year 2009-2010,490524,43618,24,2009-12-06 15:35:00,14123,United Kingdom
Year 2009-2010,490525,25500,11,2009-12-06 15:40:00,13019,United Kingdom
Year 2009-2010,490526,53397,28,2009-12-06 15:41:00,17858,United Kingdom
Year 2009-2010,490527,18201,10,2009-12-06 15:46:00,14940,United Kingdom
Year 2009-2010,490528,11825,26,2009-12-06 15:48:00,16686,United Kingdom
Year 2009-2010,490529,4889,14,2009-12-06 15:51:00,16686,United Kingdom
Year 2009-2010,490530,16180,5,2009-12-06 16:01:00,15691,United Kingdom
Year 2009-2010,490531,16695,15,2009-12-06 16:02:00,16436,United Kingdom
Year 2009-2010,490533,37805,45,2009-12-06 16:07:00,17610,United Kingdom
Year 2009-2010,490534,26368,48,2009-12-06 16:17:00,17530,United Kingdom
Year 2009-2010,490535,56058,18,2009-12-07 08:13:00,17850,United Kingdom
Year 2009-2010,490536,22190,10,2009-12-07 08:24:00,13491,United Kingdom
Year 2009-2010,490537,20941,16,2009-12-07 08:53:00,14003,United Kingdom
Year 2009-2010,490538,50454,18,2009-12-07 09:14:00,17850,United Kingdom
Year 2009-2010,490539,34600,13,2009-12-07 09:18:00,12839,United Kingdom
Year 2009-2010,490540,0,1,2009-12-07 09:24:00,,United Kingdom
Year 2009-2010,490541,29480,2,2009-12-07 09:25:00,,EIRE
Year 2009-2010,490542,71635,20,2009-12-07 09:42:00,14911,EIRE
Year 2009-2010,490543,0,1,2009-12-07 09:45:00,,United Kingdom
Year 2009-2010,490545,3400,1,2009-12-07 10:15:00,17557,United Kingdom
Year 2009-2010,490547,31120,12,2009-12-07 10:21:00,14738,United Kingdom
Year 2009-2010,490548,50454,18,2009-12-07 10:26:00,17850,United Kingdom
Year 2009-2010,490557,46300,21,2009-12-07 10:33:00,16124,United Kingdom
Year 2009-2010,490561,4130,1,2009-12-07 10:38:00,15260,United Kingdom
Year 2009-2010,490563,80812,28,2009-12-07 10:41:00,12471,Germany
Year 2009-2010,490564,36790,11,2009-12-07 10:42:00,12471,Germany
Year 2009-2010,490566,1430,3,2009-12-07 10:46:00,,United Kingdom
Year 2009-2010,490569,41120,9,2009-12-07 10:48:00,17739,United Kingdom
Year 2009-2010,490577,18719,14,2009-12-07 10:51:00,16556,United Kingdom
Year 2009-2010,490603,28749,37,2009-12-07 11:05:00,14695,United Kingdom
Year 2009-2010,490604,68240,8,2009-12-07 11:19:00,14828,United Kingdom
Year 2009-2010,490605,19174,14,2009-12-07 11:20:00,15115,United Kingdom
Year 2009-2010,490606,42600,15,2009-12-07 11:26:00,17850,United Kingdom
Year 2009-2010,490607,17355,10,2009-12-07 11:29:00,13693,United Kingdom
Year 2009-2010,490608,16377,31,2009-12-07 11:35:00,14955,United Kingdom
Year 2009-2010,490609,21833,46,2009-12-07 11:39:00,14037,United Kingdom
Year 2009-2010,490610,21162,15,2009-12-07 11:40:00,18077,United Kingdom
Year 2009-2010,490611,31265,12,2009-12-07 11:41:00,13905,United Kingdom
Year 2009-2010,490612,61095,41,2009-12-07 11:46:00,17508,Greece
Year 2009-2010,490613,22498,17,2009-12-07 11:47:00,16768,United Kingdom
Year 2009-2010,490616,21480,6,2009-12-07 11:51:00,13984,United Kingdom
Year 2009-2010,490618,4470,2,2009-12-07 11:52:00,13984,United Kingdom
Year 2009-2010,490625,36260,7,2009-12-07 11:55:00,14543,United Kingdom
Year 2009-2010,490636,42509,44,2009-12-07 12:08:00,13564,United Kingdom
Year 2009-2010,490637,45216,11,2009-12-07 12:12:00,13495,United Kingdom
Year 2009-2010,490638,14710,4,2009-12-07 12:13:00,13190,United Kingdom
Year 2009-2010,490640,32100,8,2009-12-07 12:18:00,14408,United Kingdom
Year 2009-2010,490641,5100,2,2009-12-07 12:19:00,17707,United Kingdom
Year 2009-2010,490642,44640,24,2009-12-07 12:19:00,15358,United Kingdom
Year 2009-2010,490653,99048,11,2009-12-07 12:25:00,17044,United Kingdom
Year 2009-2010,490657,20883,27,2009-12-07 12:26:00,14471,United Kingdom
Year 2009-2010,490659,38084,16,2009-12-07 12:26:00,17850,United Kingdom
Year 2009-2010,490665,7650,3,2009-12-07 12:31:00,17436,United Kingdom
Year 2009-2010,490667,23885,50,2009-12-07 12:32:00,13234,United Kingdom
Year 2009-2010,490668,31233,6,2009-12-07 12:41:00,16525,United Kingdom
Year 2009-2010,490669,21417,30,2009-12-07 12:42:00,15716,United Kingdom
Year 2009-2010,490670,14370,11,2009-12-07 12:42:00,14574,United Kingdom
Year 2009-2010,490671,48816,1,2009-12-07 12:56:00,16684,United Kingdom
Year 2009-2010,490672,66096,2,2009-12-07 12:58:00,16684,United Kingdom
Year 2009-2010,490673,15650,7,2009-12-07 13:00:00,14540,United Kingdom
Year 2009-2010,490674,24210,14,2009-12-07 13:06:00,14307,United Kingdom
Year 2009-2010,490675,69654,16,2009-12-07 13:07:00,14695,United Kingdom
Year 2009-2010,490676,45144,17,2009-12-07 13:17:00,17850,United Kingdom
Year 2009-2010,490677,15172,10,2009-12-07 13:17:00,18219,United Kingdom
Year 2009-2010,490678,38065,12,2009-12-07 13:23:00,12747,United Kingdom
Year 2009-2010,490679,37916,47,2009-12-07 13:24:00,18162,United Kingdom
Year 2009-2010,490680,29335,21,2009-12-07 13:32:00,17441,United Kingdom
Year 2009-2010,490681,16475,44,2009-12-07 13:35:00,17988,United Kingdom
